1,5.70544330734548e-07
2,5.619861657735298e-05
3,0.00011182668882397141
4,0.00016745476107058984
5,0.0002230828333172083
6,0.0002787109055638267
7,0.00033433897781044513
8,0.0003899670500570636
9,0.000445595122303682
10,0.0005012231945503005
11,0.0005568512667969189
12,0.0006124793390435374
13,0.0006681074112901557
14,0.0007237354835367742
15,0.0007793635557833927
16,0.000834991628030011
17,0.0008906197002766295
18,0.000946247772523248
19,0.0010018758447698664
20,0.0010575039170164847
21,0.0011131319892631031
22,0.0011274996186796933
23,0.0011015888437794564
24,0.0010773860571507926
25,0.0010547114990796104
26,0.0010334108282722952
27,0.0010133506798836274
28,0.0009944151368841256
29,0.0009765029008116376
30,0.0009595250037741763
31,0.0009434029434410962
32,0.000928067151607074
33,0.0009134557280367778
34,0.0008995133869384875
35,0.0008861905751158752
36,0.0008734427296857624
37,0.0008612296499866569
38,0.0008495149634815551
39,0.0008382656694710689
40,0.0008274517475653068
41,0.0008170458203254709
42,0.0008070228614350068
43,0.0007973599423122325
44,0.0007880360113198624
45,0.0007790317007287374
